Cliente;Motorista;Data Emissão Pedido;Data Entrega Prevista;Destino;Itens;R$ Faturados;Saída para Entrega; Qtd Devolução;Mot. Devolução;Status - OTD;OCT Real;OCT Prometido;Lead Time Interno Total;LTI Conformidade;Transit Time / Last Mile;TT Conformidade;Lead Time Variance Completo / Desvio de SLA;OTIF;OTIF MOTIVOS E MOTORISTAS ENTREGA PERFEITA;OTIF Financeiro
RICARDO ELETRO;TÚLIO SILVEIRA;13/03/2021;23/03/2021;RJ;2;33;14/03/2021;0;S/ Devolu.;No Prazo;10;10;1;Processo dentro do prazo;9;Excedeu Processo; No Prazo Exato (OnTime);Satisfeito;TÚLIO SILVEIRA;Satisfeito sem prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;13/03/2021;23/03/2021;RJ;7;333,9;18/03/2021;1;Produto Errado;No Prazo;8;10;5;Processo dentro do prazo;3;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;13/03/2021;23/03/2021;BH;2;99;20/03/2021;1;Danificado;Atrasado;12;10;7;Excedeu Processo;5;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;LUIZ PARDAL;14/03/2021;24/03/2021;RJ;5;167;31/03/2021;1;Danificado;Atrasado;19;10;17;Excedeu Processo;2;Processo dentro do prazo;9 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;VALDIR ESPINOSA;14/03/2021;24/03/2021;BH;9;405;20/03/2021;2;Produto Errado;No Prazo;9;10;6;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;14/03/2021;24/03/2021;RJ;17;275,4;21/03/2021;1;Produto Errado;Atrasado;12;10;7;Excedeu Processo;5;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;14/03/2021;24/03/2021;RJ;9;459;15/03/2021;3;Danificado;Atrasado;14;10;1;Processo dentro do prazo;13;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;JOÃO GOMES;14/03/2021;24/03/2021;RJ;14;238;15/03/2021;1;Produto Errado;Atrasado;13;10;1;Processo dentro do prazo;12;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;14/03/2021;24/03/2021;SP;14;224;23/03/2021;3;Produto Errado;Atrasado;18;10;9;Excedeu Processo;9;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;14/03/2021;24/03/2021;SP;3;98,4;17/03/2021;2;Danificado;Atrasado;11;10;3;Processo dentro do prazo;8;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;15/03/2021;25/03/2021;RJ;9;289,8;19/03/2021;0;S/ Devolu.;Atrasado;19;10;4;Processo dentro do prazo;15;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;9 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;JOÃO GOMES;16/03/2021;26/03/2021;RJ;1;48;26/03/2021;1;Produto Errado;Atrasado;15;10;10;Excedeu Processo;5;Processo dentro do prazo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;LUIZ PARDAL;16/03/2021;26/03/2021;BH;18;284,4;27/03/2021;0;S/ Devolu.;Atrasado;20;10;11;Excedeu Processo;9;Excedeu Processo;1 Entregue Atrasado;Insatisfeito;1 Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;16/03/2021;26/03/2021;RJ;19;611,8;24/03/2021;0;S/ Devolu.;No Prazo;9;10;8;Excedeu Processo;1;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Satisfeito;FELIPE SILVA;Satisfeito sem prejuízo financeiro
AMERICANAS;FELIPE SILVA;16/03/2021;26/03/2021;RJ;1;16;20/03/2021;0;S/ Devolu.;Atrasado;11;10;4;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;1 dia Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;16/03/2021;26/03/2021;BH;13;213,2;23/03/2021;6;Produto Errado;No Prazo;9;10;7;Excedeu Processo;2;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;16/03/2021;26/03/2021;RJ;12;386,4;17/03/2021;10;Produto Errado;No Prazo;9;10;1;Processo dentro do prazo;8;Excedeu Processo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;MARCOS LEROY;16/03/2021;26/03/2021;BH;19;963,3;21/03/2021;12;Danificado;Atrasado;14;10;5;Processo dentro do prazo;9;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;TÚLIO SILVEIRA;16/03/2021;26/03/2021;BH;12;199,2;03/04/2021;1;Produto Errado;Atrasado;19;10;18;Excedeu Processo;1;Processo dentro do prazo;9 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;VALDIR ESPINOSA;17/03/2021;27/03/2021;RJ;4;129,6;28/03/2021;4;Produto Errado;Atrasado;13;10;11;Excedeu Processo;2;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;FELIPE SILVA;17/03/2021;27/03/2021;RJ;12;192;22/03/2021;1;Produto Errado;No Prazo;9;10;5;Processo dentro do prazo;4;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;MARCOS LEROY;17/03/2021;27/03/2021;RJ;20;648;18/03/2021;8;Produto Errado;Atrasado;14;10;1;Processo dentro do prazo;13;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;17/03/2021;27/03/2021;BH;19;596,6;29/03/2021;2;Produto Errado;Atrasado;18;10;12;Excedeu Processo;6;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;JOÃO GOMES;17/03/2021;27/03/2021;RJ;5;79,5;19/03/2021;3;Produto Errado;No Prazo;8;10;2;Processo dentro do prazo;6;Excedeu Processo;2 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;18/03/2021;28/03/2021;SP;11;360,8;25/03/2021;2;Produto Errado;Atrasado;12;10;7;Excedeu Processo;5;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;18/03/2021;28/03/2021;RJ;18;286,2;24/03/2021;3;Danificado;No Prazo;9;10;6;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;18/03/2021;28/03/2021;SP;1;49,5;30/03/2021;1;Produto Errado;Atrasado;16;10;12;Excedeu Processo;4;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;19/03/2021;29/03/2021;BH;17;533,8;31/03/2021;0;S/ Devolu.;Atrasado;18;10;12;Excedeu Processo;6;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;8 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;LUIZ PARDAL;19/03/2021;29/03/2021;BH;4;188,4;21/03/2021;1;Danificado;Atrasado;11;10;2;Processo dentro do prazo;9;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;TÚLIO SILVEIRA;19/03/2021;29/03/2021;SP;16;801,6;20/03/2021;1;Danificado;Atrasado;18;10;1;Processo dentro do prazo;17;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;19/03/2021;29/03/2021;SP;12;379,2;30/03/2021;1;Danificado;Atrasado;14;10;11;Excedeu Processo;3;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;LUIZ PARDAL;19/03/2021;29/03/2021;BH;11;514,8;29/03/2021;2;Produto Errado;Atrasado;11;10;10;Excedeu Processo;1;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;19/03/2021;29/03/2021;RJ;20;340;01/04/2021;1;Produto Errado;Atrasado;20;10;13;Excedeu Processo;7;Excedeu Processo;1 Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;FELIPE SILVA;20/03/2021;30/03/2021;RJ;14;467,6;26/03/2021;1;Produto Errado;Atrasado;14;10;6;Excedeu Processo;8;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;21/03/2021;31/03/2021;BH;9;445,5;29/03/2021;2;Produto Errado;Atrasado;15;10;8;Excedeu Processo;7;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;21/03/2021;31/03/2021;SP;12;576;24/03/2021;1;Arrependimento;Atrasado;11;10;3;Processo dentro do prazo;8;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;TÚLIO SILVEIRA;21/03/2021;31/03/2021;RJ;12;192;03/04/2021;1;Arrependimento;Atrasado;19;10;13;Excedeu Processo;6;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;21/03/2021;31/03/2021;BH;15;468;23/03/2021;2;Produto Errado;No Prazo;8;10;2;Processo dentro do prazo;6;Excedeu Processo;2 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;21/03/2021;31/03/2021;BH;2;33,4;02/04/2021;2;Danificado;Atrasado;15;10;12;Excedeu Processo;3;Processo dentro do prazo;5 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;21/03/2021;31/03/2021;BH;2;90;28/03/2021;0;S/ Devolu.;No Prazo;10;10;7;Excedeu Processo;3;Processo dentro do prazo; No Prazo Exato (OnTime);Satisfeito;TÚLIO SILVEIRA;Satisfeito sem prejuízo financeiro
AMERICANAS;MARCOS LEROY;22/03/2021;01/04/2021;BH;1;16,2;07/04/2021;0;S/ Devolu.;Atrasado;18;10;16;Excedeu Processo;2;Processo dentro do prazo;8 dias Entregue Atrasado;Insatisfeito;8 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;JOÃO GOMES;22/03/2021;01/04/2021;BH;7;357;02/04/2021;2;Danificado;Atrasado;12;10;11;Excedeu Processo;1;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;MARCOS LEROY;22/03/2021;01/04/2021;SP;8;391,2;04/04/2021;2;Produto Errado;Atrasado;15;10;13;Excedeu Processo;2;Processo dentro do prazo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;23/03/2021;02/04/2021;BH;2;96,6;09/04/2021;2;Produto Errado;Atrasado;18;10;17;Excedeu Processo;1;Processo dentro do prazo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;JOÃO GOMES;23/03/2021;02/04/2021;SP;7;333,9;03/04/2021;1;Danificado;Atrasado;16;10;11;Excedeu Processo;5;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;23/03/2021;02/04/2021;SP;4;127,2;24/03/2021;0;S/ Devolu.;Atrasado;12;10;1;Processo dentro do prazo;11;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;2 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;23/03/2021;02/04/2021;BH;7;114,8;01/04/2021;1;Produto Errado;Atrasado;11;10;9;Excedeu Processo;2;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;LUIZ PARDAL;24/03/2021;03/04/2021;BH;16;262,4;27/03/2021;1;Danificado;Atrasado;11;10;3;Processo dentro do prazo;8;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;24/03/2021;03/04/2021;SP;7;108,5;31/03/2021;1;Arrependimento;No Prazo;9;10;7;Excedeu Processo;2;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;25/03/2021;04/04/2021;RJ;3;147,6;13/04/2021;3;Produto Errado;Atrasado;20;10;19;Excedeu Processo;1;Processo dentro do prazo;1 Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;25/03/2021;04/04/2021;BH;1;33;04/04/2021;1;Produto Errado;Atrasado;11;10;10;Excedeu Processo;1;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;25/03/2021;04/04/2021;SP;13;439,4;29/03/2021;0;S/ Devolu.;No Prazo;9;10;4;Processo dentro do prazo;5;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Satisfeito;LUIZ PARDAL;Satisfeito sem prejuízo financeiro
AMERICANAS;JOÃO GOMES;25/03/2021;04/04/2021;RJ;18;896,4;03/04/2021;0;S/ Devolu.;Atrasado;17;10;9;Excedeu Processo;8;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;7 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASA E VIDEO;FELIPE SILVA;25/03/2021;04/04/2021;SP;5;241,5;03/04/2021;4;Danificado;Atrasado;16;10;9;Excedeu Processo;7;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;25/03/2021;04/04/2021;BH;8;405,6;10/04/2021;3;Produto Errado;Atrasado;20;10;16;Excedeu Processo;4;Processo dentro do prazo;1 Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;VALDIR ESPINOSA;26/03/2021;05/04/2021;SP;5;170;31/03/2021;1;Danificado;No Prazo;9;10;5;Processo dentro do prazo;4;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;26/03/2021;05/04/2021;SP;11;363;27/03/2021;0;S/ Devolu.;Atrasado;11;10;1;Processo dentro do prazo;10;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;1 dia Entregue Atrasado;Insatisfeito sem prejuízo financeiro
AMERICANAS;LUIZ PARDAL;26/03/2021;05/04/2021;BH;16;720;04/04/2021;2;Produto Errado;Atrasado;16;10;9;Excedeu Processo;7;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;MARCOS LEROY;26/03/2021;05/04/2021;RJ;8;360;01/04/2021;5;Produto Errado;No Prazo;8;10;6;Excedeu Processo;2;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;26/03/2021;05/04/2021;BH;11;170,5;27/03/2021;1;Produto Errado;Atrasado;18;10;1;Processo dentro do prazo;17;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;27/03/2021;06/04/2021;SP;19;307,8;03/04/2021;2;Produto Errado;Atrasado;13;10;7;Excedeu Processo;6;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;JOÃO GOMES;27/03/2021;06/04/2021;SP;15;720;06/04/2021;2;Danificado;Atrasado;19;10;10;Excedeu Processo;9;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;27/03/2021;06/04/2021;RJ;20;620;02/04/2021;6;Danificado;Atrasado;17;10;6;Excedeu Processo;11;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;27/03/2021;06/04/2021;RJ;14;232,4;09/04/2021;2;Danificado;Atrasado;20;10;13;Excedeu Processo;7;Excedeu Processo;1 Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;28/03/2021;07/04/2021;RJ;14;232,4;09/04/2021;4;Produto Errado;Atrasado;20;10;12;Excedeu Processo;8;Excedeu Processo;1 Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;VALDIR ESPINOSA;28/03/2021;07/04/2021;RJ;11;341;31/03/2021;2;Produto Errado;No Prazo;8;10;3;Processo dentro do prazo;5;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;28/03/2021;07/04/2021;SP;7;226,8;07/04/2021;0;S/ Devolu.;Atrasado;18;10;10;Excedeu Processo;8;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;8 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;28/03/2021;07/04/2021;SP;2;65,2;14/04/2021;2;Produto Errado;Atrasado;19;10;17;Excedeu Processo;2;Processo dentro do prazo;9 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;28/03/2021;07/04/2021;BH;18;284,4;02/04/2021;3;Produto Errado;Atrasado;14;10;5;Processo dentro do prazo;9;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;28/03/2021;07/04/2021;SP;11;347,6;29/03/2021;1;Danificado;Atrasado;11;10;1;Processo dentro do prazo;10;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;FELIPE SILVA;28/03/2021;07/04/2021;RJ;13;217,1;05/04/2021;0;S/ Devolu.;Atrasado;14;10;8;Excedeu Processo;6;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;JOÃO GOMES;28/03/2021;07/04/2021;BH;16;534,4;02/04/2021;3;Produto Errado;Atrasado;14;10;5;Processo dentro do prazo;9;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;29/03/2021;08/04/2021;RJ;13;403;08/04/2021;1;Danificado;Atrasado;12;10;10;Excedeu Processo;2;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;29/03/2021;08/04/2021;SP;18;583,2;30/03/2021;1;Danificado;No Prazo;10;10;1;Processo dentro do prazo;9;Excedeu Processo; No Prazo Exato (OnTime);Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;29/03/2021;08/04/2021;SP;17;287,3;31/03/2021;3;Danificado;Atrasado;11;10;2;Processo dentro do prazo;9;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;29/03/2021;08/04/2021;BH;12;376,8;07/04/2021;2;Danificado;Atrasado;19;10;9;Excedeu Processo;10;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;29/03/2021;08/04/2021;BH;8;124;07/04/2021;3;Danificado;Atrasado;20;10;9;Excedeu Processo;11;Excedeu Processo;1 Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;30/03/2021;09/04/2021;RJ;17;540,6;06/04/2021;1;Produto Errado;Atrasado;14;10;7;Excedeu Processo;7;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;31/03/2021;10/04/2021;BH;12;597,6;13/04/2021;1;Danificado;Atrasado;16;10;13;Excedeu Processo;3;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;JOÃO GOMES;31/03/2021;10/04/2021;SP;17;544;07/04/2021;1;Danificado;Atrasado;16;10;7;Excedeu Processo;9;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;TÚLIO SILVEIRA;31/03/2021;10/04/2021;BH;10;465;03/04/2021;1;Danificado;Atrasado;18;10;3;Processo dentro do prazo;15;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;31/03/2021;10/04/2021;RJ;11;174,9;14/04/2021;0;S/ Devolu.;Atrasado;16;10;14;Excedeu Processo;2;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
AMERICANAS;LUIZ PARDAL;31/03/2021;10/04/2021;RJ;14;231;07/04/2021;2;Arrependimento;Atrasado;19;10;7;Excedeu Processo;12;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;31/03/2021;10/04/2021;SP;3;144,9;02/04/2021;3;Danificado;Atrasado;20;10;2;Processo dentro do prazo;18;Excedeu Processo;1 Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;TÚLIO SILVEIRA;31/03/2021;10/04/2021;BH;16;524,8;07/04/2021;0;S/ Devolu.;No Prazo;9;10;7;Excedeu Processo;2;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Satisfeito;TÚLIO SILVEIRA;Satisfeito sem prejuízo financeiro
CASA E VIDEO;FELIPE SILVA;01/04/2021;11/04/2021;RJ;9;421,2;12/04/2021;0;S/ Devolu.;Atrasado;12;10;11;Excedeu Processo;1;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;2 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;01/04/2021;11/04/2021;BH;11;541,2;09/04/2021;2;Danificado;No Prazo;9;10;8;Excedeu Processo;1;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;02/04/2021;12/04/2021;RJ;18;853,2;07/04/2021;1;Danificado;Atrasado;12;10;5;Processo dentro do prazo;7;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;MARCOS LEROY;02/04/2021;12/04/2021;SP;7;232,4;09/04/2021;1;Danificado;No Prazo;10;10;7;Excedeu Processo;3;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;LUIZ PARDAL;02/04/2021;12/04/2021;RJ;4;66,4;12/04/2021;0;S/ Devolu.;Atrasado;12;10;10;Excedeu Processo;2;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;2 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;VALDIR ESPINOSA;03/04/2021;13/04/2021;SP;19;296,4;18/04/2021;1;Produto Errado;Atrasado;20;10;15;Excedeu Processo;5;Processo dentro do prazo;1 Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;JOÃO GOMES;03/04/2021;13/04/2021;SP;3;153;08/04/2021;1;Produto Errado;Atrasado;17;10;5;Processo dentro do prazo;12;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;03/04/2021;13/04/2021;SP;9;293,4;13/04/2021;2;Produto Errado;Atrasado;12;10;10;Excedeu Processo;2;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
